county,Date,mean_NO2_ppb,aqi,boxcox_mean_NO2_ppb,boxcox_aqi,sqrt_mean_NO2_ppb,mean_Ozone_ppm,mean_PM10_µg_m3_25C,boxcox_mean_PM10_µg_m3_25C,mean_PM2_5_µg_m3_LC,boxcox_mean_PM2_5_µg_m3_LC,mean_SO2_ppb,sqrt_mean_SO2_ppb,mean_CO_ppm,boxcox_mean_CO_ppm,parks_percent_change_from_baseline,Death,Infected,I_diff,D_diff
Santa Barbara,2020-01-01,1.4175891666666667,3.6666666666666665,0.35598469262240096,1.5404450409471488,1.1906255358703957,0.024561694444444445,14.621211999999998,5.904735795711328,6.81083335,2.4873509786417576,,,0.17531049999999998,0.12338465547837989,,,,,
Santa Barbara,2020-01-02,1.3853753333333332,4.166666666666667,0.3544835710756858,1.6422277352570913,1.1770196826448287,0.028735555555555552,10.655303,4.827972759172373,4.15958335,1.908899866584243,0.01081775,0.10400841312124706,0.1802375,0.12574410976440767,,,,,
Santa Barbara,2020-01-03,3.5165348333333335,11.333333333333334,0.39077329615046263,2.512305623976115,1.875242606526775,0.026182972222222226,14.840909090909088,5.960127911260996,4.20791665,1.9214382248829482,0.01081775,0.10400841312124706,0.2075145,0.13803869565486676,,,,,
Santa Barbara,2020-01-04,2.0677865,4.333333333333333,0.37573405765493106,1.6739764335716716,1.4379800068151156,0.02394780555555555,15.564394,6.139875674726243,5.911666649999999,2.3122278574087995,0.01081775,0.10400841312124706,0.19343300000000002,0.131849652132006,,,,,
Santa Barbara,2020-01-05,0.8887353333333334,2.6666666666666665,0.3184108837436005,1.2992829841302609,0.9427276029338132,0.030026416666666667,9.890151636363637,4.600045950253267,2.4590941500000003,1.3905395253339699,0.01081775,0.10400841312124706,0.16603800000000002,0.1188215275570471,,,,,
Santa Barbara,2020-01-06,2.1084195,6.666666666666667,0.3765193059677817,2.03688192726104,1.4520397721825666,0.026226085714285714,14.735522272727275,5.933605050096022,2.08530795,1.2490229375980437,0.008654199999999999,0.0930279527883958,0.177393,0.12438735082776173,,,,,
Santa Barbara,2020-01-07,2.8551385000000002,6.5,0.38629244401202034,2.0149030205422647,1.6897155085990068,0.025285062499999997,15.249760454545454,6.062198324165799,2.8300181500000003,1.51907303181918,0.031976937500000004,0.17882096493420452,0.162924,0.1172521552670734,,,,,
Santa Barbara,2020-01-08,1.8539528333333335,5.0,0.3709301351309054,1.791759469228055,1.3615993659418815,0.028261499999999995,8.393939454545453,4.129906836011606,1.3612500000000003,0.9291916348480695,0.013548062499999998,0.11639614469560407,0.13550525,0.10257988026759268,,,,,
Santa Barbara,2020-01-09,1.8691043333333335,7.166666666666667,0.3713124052143304,2.100060828882572,1.3671519057271337,0.028957499999999994,6.689393999999999,3.545951316050295,0.9495833000000001,0.7093859175999642,0.008654199999999999,0.0930279527883958,0.11929649999999999,0.09312862602534433,,,,,
Santa Barbara,2020-01-10,2.3997178333333333,7.5,0.3812304954922882,2.1400661634962708,1.5491022669060082,0.021562916666666664,9.916666636363637,4.608075858028156,3.0566667,1.5926654895650614,0.02545453333333333,0.1595447690566298,0.14139483333333333,0.10586600209090437,,,,,
Santa Barbara,2020-01-11,1.4343875,3.1666666666666665,0.35674007940568553,1.4271163556401456,1.197659175224738,0.023615111111111104,8.621212,4.203615719884654,2.7604166500000002,1.4957570545889864,0.008113312499999999,0.0900739279703067,0.13068349999999998,0.09983188852686645,,,,,
Santa Barbara,2020-01-12,0.9003294999999998,2.5,0.31964966056463506,1.252762968495368,0.9488569439067197,0.025032305555555554,14.094696909090908,5.770378860542363,5.1133333499999996,2.140311360884273,0.008113312499999999,0.0900739279703067,0.11715700000000003,0.091834640306817,,,,,
Santa Barbara,2020-01-13,1.4504201666666667,3.3333333333333335,0.35744421595730747,1.4663370687934272,1.2043339099546548,0.02417811111111111,12.613636272727273,5.379332293026862,3.8612499500000004,1.829302058770827,0.0,0.0,0.12586116666666666,0.09703031075113798,,,,,
Santa Barbara,2020-01-14,2.0473320000000004,5.333333333333333,0.37532480685475333,1.8458266904983307,1.430850096970329,0.022818361111111116,12.601778727272727,5.376117875216672,3.15740945,1.6242982064188352,0.025,0.15811388300841897,0.140761,0.10551601150658085,,,,,
Santa Barbara,2020-01-15,3.192556000000001,6.166666666666667,0.3888861940184989,1.9694406464655074,1.7867725093027376,0.022151944444444446,16.523715363636367,6.372267402236115,5.3277536,2.18821391376148,0.045846250000000005,0.21411737435341394,0.16251583333333333,0.11704504597357593,,,,,
Santa Barbara,2020-01-16,1.9618885,6.0,0.3735065676089646,1.9459101490553132,1.4006743018989103,0.026790371428571425,10.60523718181818,4.81329206237871,3.1129875000000005,1.6104282939258512,0.02247675,0.14992247996881589,0.13656616666666666,0.10317749010981545,,,,,
Santa Barbara,2020-01-17,2.5174573333333337,6.5,0.38276195953170805,2.0149030205422647,1.5866497197974523,0.02175790625,7.753787818181819,3.917360160808811,1.7320833,1.1017180073924029,0.009077375,0.09527525911798929,0.2119521666666667,0.13992259324377093,,,,,
Santa Barbara,2020-01-18,1.9671936666666667,5.5,0.37362483058086493,1.8718021769015913,1.4025668136194678,0.02143415625,9.587121272727272,4.507571366562881,3.1354166500000002,1.6174466414032156,0.008113312499999999,0.0900739279703067,0.15815883333333336,0.11481371148049146,,,,,
Santa Barbara,2020-01-19,3.272463833333333,7.666666666666667,0.3893985808985585,2.1594842493533726,1.8089952551992317,0.020863249999999996,11.598484818181818,5.098868872766089,5.361974649999999,2.1957354717651114,,,0.23505933333333337,0.14924824903908268,,,,,
Santa Barbara,2020-01-20,3.5964113333333327,8.5,0.3911689412437962,2.2512917986064953,1.8964206636011254,0.0243373125,12.337121272727273,5.30400472966092,3.2299999999999995,1.6467038767933944,0.02247675,0.14992247996881589,0.19343849999999999,0.13185213393323328,,,,,
Santa Barbara,2020-01-21,3.097233,6.8,0.388228458543845,2.0541237336955462,1.7598957355479898,0.024471218750000003,10.541666727272727,4.794605721385967,2.91375005,1.5466665610441068,0.008113312499999999,0.0900739279703067,0.20046733333333333,0.1349821883402408,,,,,
Santa Barbara,2020-01-22,2.4793676000000002,4.6,0.3822863033162792,1.7227665977411035,1.5746007747997586,0.020648124999999993,10.462285818181819,4.771199544595277,1.88994565,1.1693724055103563,,,0.1988515,0.1342699316741641,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-23,3.4579446000000003,7.2,0.39046713761621477,2.1041341542702074,1.8595549467547337,0.01891771875,14.551593000000002,5.8871016222691095,3.38233695,1.692717287279761,0.0620730625,0.24914466179310366,0.2003275,0.13492072049601936,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-24,2.276838,5.6,0.37942108074856634,1.8870696490323797,1.5089194809531754,0.02223309375,13.32971009090909,5.570920707789532,3.9848912499999996,1.8627636835774808,0.008113312499999999,0.0900739279703067,0.20844316666666665,0.13843551529773485,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-25,1.1303028333333331,2.6666666666666665,0.33961116813873926,1.2992829841302609,1.063157012549573,0.024311406249999997,15.340909090909092,6.084778065206018,5.339166649999999,2.190726125000985,0.013548062499999998,0.11639614469560407,0.17015950000000002,0.12086987141306012,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-26,0.9316865,2.1666666666666665,0.32287087940772663,1.1526795099383853,0.9652390895524279,0.021665499999999997,13.761363545454545,5.684103993428133,4.736249999999999,2.052620392584216,0.008113312499999999,0.0900739279703067,0.15572983333333332,0.11355326791877915,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-27,1.2361630000000001,3.6666666666666665,0.3465064588504315,1.5404450409471488,1.1118286738522263,0.030517062500000004,11.515151454545455,5.07535199252884,3.5811050499999992,1.7508224962963685,0.008654199999999999,0.0930279527883958,0.16114133333333333,0.1163451941228039,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-28,1.4568363333333332,4.5,0.3577215140702156,1.7047480922384253,1.2069947528193041,0.030544874999999992,13.067852454545454,5.501427185421572,3.0596557999999994,1.5936132758797275,0.008113312499999999,0.0900739279703067,0.17759783333333332,0.12448554464244202,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-29,1.3832674999999999,4.166666666666667,0.35438286406804076,1.6422277352570913,1.1761239305447364,0.030499499999999992,12.647727272727273,5.388566105199919,3.4614492999999995,1.7160978075865796,0.013548062499999998,0.11639614469560407,0.17360983333333332,0.12255985704766105,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-30,2.3982228333333335,7.833333333333333,0.3812098452363462,2.1785324443240666,1.5486196541866997,0.022553468750000003,15.859848454545455,6.212149159518587,4.837808,2.0766922064695272,0.02168475,0.14725742765646832,0.21299900000000002,0.14036248859222114,,0.0,0.0,0.0,0.0
Santa Barbara,2020-01-31,3.0401795000000003,7.833333333333333,0.38780846640864614,2.1785324443240666,1.743611051811728,0.02273859375,14.567687727272727,5.891181844888059,4.33400365,1.953703560348663,0.03784613333333333,0.19454082690616212,0.23054633333333333,0.1474885028710577,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-01,2.1366108333333336,4.333333333333333,0.3770433561792468,1.6739764335716716,1.4617150315069396,0.022217124999999997,13.571969727272727,5.634649887787318,3.9318478500000005,1.8484926130237616,,,0.203787,0.13643203155318936,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-02,0.8777833333333334,1.8333333333333333,0.3172160220881276,1.041453874828161,0.9369009196992676,0.028411838709677416,19.196969818181817,6.988207789805887,6.161666649999999,2.362709465366397,0.03666666666666667,0.19148542155126763,0.19293649999999998,0.1316254009673782,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-03,1.5511084999999998,4.666666666666667,0.36151976931856455,1.7346010553881064,1.2454350645457193,0.034063361111111114,14.050230545454546,5.758925323897516,2.53440215,1.4175199555493394,0.021118066666666668,0.14532056518836783,0.17902450000000003,0.12516733868229876,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-04,3.4189410000000002,8.333333333333334,0.39025538952332867,2.2335922215070942,1.8490378579142182,0.0291,17.166666818181817,6.524474603911214,4.557753649999999,2.0094520252051384,0.005797066666666666,0.07613847034624918,0.202274,0.13577347243768947,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-05,3.762318833333333,8.333333333333334,0.39191809349412887,2.2335922215070942,1.9396697743000826,0.027374388888888893,18.537121181818183,6.8401631618015255,4.063913,1.8837948869580576,,,0.20408474999999998,0.13656119412875123,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-06,3.6822254,8.0,0.39156802714269257,2.1972245773362196,1.9189125566320109,0.027295861111111108,15.727272727272727,6.179797730328723,4.2079166500000005,1.9214382248829482,0.0449534375,0.2120222570863729,0.18706350000000002,0.12894061553092948,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-07,3.3237946000000003,6.2,0.3897104269600597,1.9740810260220096,1.8231276971183341,0.024911250000000003,16.390151545454547,6.3403001254042515,5.9558333,2.3212539887764927,0.0449534375,0.2120222570863729,0.179875,0.12557202363723516,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-08,2.498893,5.2,0.3825323960019859,1.824549292051046,1.5807887271865269,0.02609091666666666,17.030303,6.492420856269431,7.357083350000001,2.585811715512986,0.008113312499999999,0.0900739279703067,0.16321175,0.11739796703928351,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-09,2.1283794,5.0,0.3768920484812469,1.791759469228055,1.4588966378739792,0.03127219444444446,14.378787909090908,5.84315954423749,4.633333349999999,2.027867351749743,0.008113312499999999,0.0900739279703067,0.14930074999999998,0.11015894733315089,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-10,3.2654858333333334,9.0,0.38935516996297864,2.302585092994046,1.8070655310013894,0.03308769444444444,16.901515090909086,6.462036419422711,2.4316666999999996,1.380593429161889,0.045093266666666666,0.2123517522100222,0.1733535,0.12243507223941642,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-11,3.0431158333333332,6.666666666666667,0.38783058976055074,2.03688192726104,1.7444528750680923,0.02933519444444445,19.556818272727273,7.067925511985038,3.2315269,1.647171770526882,0.030590062500000004,0.1749001500856989,0.16545100000000001,0.11852713757522348,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-12,2.7065438333333334,6.833333333333333,0.3848770282716763,2.0583881324820035,1.6451576925429774,0.029910848484848495,20.378787818181817,7.247440255158574,4.95701085,2.1045120974426323,0.014241624999999999,0.11933827969264514,0.159196,0.11534829734224249,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-13,2.125581833333333,4.0,0.3768403065647586,1.6094379124341003,1.457937527239536,0.027243285714285713,22.761363727272723,7.749125853587639,5.63541665,2.254673494226942,0.0054347499999999995,0.07372075691418259,0.11755275,0.09207483361460915,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-14,2.0269716666666664,4.333333333333333,0.37490777912944295,1.6739764335716716,1.4237175515763885,0.025813312499999998,19.667490090909087,7.0923022587041356,5.6119746500000005,2.249699644072296,0.013795187499999998,0.11745291609832426,0.10199825000000001,0.08233871311713097,,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-15,1.3999341666666665,2.8333333333333335,0.3551707296971117,1.3437347467010947,1.183188136631984,0.02648284375,17.81060618181818,6.674239143998321,5.786666649999999,2.2864233206523856,0.027911500000000002,0.16706735168787468,0.10275050000000001,0.08282386912382976,20.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-16,1.245652,2.8333333333333335,0.34706976150970814,1.3437347467010947,1.1160878101654905,0.027442062500000003,22.075757636363633,7.607446619443406,7.409583300000001,2.5949941582104117,0.013548062499999998,0.11639614469560407,0.0861775,0.07178061254218537,40.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-17,1.5710144999999998,3.8333333333333335,0.3622602797683831,1.5755363607584192,1.253401172809408,0.028094875,19.234848454545457,6.996632359843423,6.234166649999999,2.377078618048495,0.036024812499999996,0.1898020350259712,0.09002533333333333,0.07441215064364978,48.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-18,2.967654833333333,7.333333333333333,0.3872436836118056,2.120263536200091,1.7226882577336309,0.030011343749999995,23.693181818181817,7.93844692458169,8.534583349999998,2.781290928989496,,,0.118936,0.09291137246272159,15.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-19,1.7413136666666666,3.1666666666666665,0.36785131871167775,1.4271163556401456,1.3195884459431533,0.027673375000000007,23.321969818181813,7.863461830043612,7.808750000000001,2.6633135919722757,0.0,0.0,0.07037316666666667,0.060519303399182135,15.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-20,2.4685896666666665,5.5,0.3821483782390688,1.8718021769015913,1.5711746136781444,0.0320059375,20.554018545454547,7.2852611262052385,6.0566666499999995,2.3416860214562036,0.031777625000000004,0.17826279757706037,0.08833066666666667,0.07325832417116454,19.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-21,3.5232543333333335,10.166666666666666,0.39080752470168423,2.412933150162911,1.8770333863129163,0.03784796874999999,21.94318190909091,7.579808329834352,6.933749949999999,2.509987733040878,,,0.14588766666666667,0.10832197215252082,7.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-22,1.1534255,3.0,0.34121921757731744,1.3862943611198906,1.073976489500585,0.0324323125,16.03409090909091,6.254475370147011,6.681666699999999,2.4632462156019677,0.008113312499999999,0.0900739279703067,0.13480433333333333,0.10218367643938002,-5.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-23,0.6200923333333334,2.0,0.28026790702742466,1.0986122886681098,0.7874594169437136,0.027567500000000005,16.11363636363636,6.273726213414692,5.131250000000001,2.144366329972804,0.027911500000000002,0.16706735168787468,0.09489033333333334,0.07768006489757409,16.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-24,1.587411333333333,4.666666666666667,0.36285534738694736,1.7346010553881064,1.2599251300507237,0.02918259375,18.750823454545454,6.8883797071334545,6.43257245,2.4158066301159464,0.053760312500000004,0.23186270183019952,0.122994,0.09533884136228198,11.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-25,2.6203681666666667,7.833333333333333,0.3839609682373038,2.1785324443240666,1.618755128692004,0.029154125000000003,16.912878636363637,6.464721764207878,4.712083300000001,2.04684084595971,,,0.12846716666666666,0.0985509791582539,19.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-26,2.2379445000000002,7.333333333333333,0.37879752839844183,2.120263536200091,1.495976102750308,0.034170344827586206,16.425724636363636,6.348826177700344,2.9607246499999995,1.5619355340004684,0.0585015,0.2418708332974441,0.11205183333333335,0.08870152843480147,18.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-27,3.2184296666666667,9.5,0.3890558267387061,2.3513752571634776,1.7939982348560621,0.02827749999999999,20.47891963636364,7.269071072413597,3.0643659500000004,1.595105613499856,,,0.125115,0.09659197995314446,15.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-28,2.9878881666666666,6.5,0.38740487261114265,2.0149030205422647,1.7285508863399615,0.030940500000000003,19.897727363636363,7.1428064320833915,2.9323913,1.5527437426167394,,,0.121912,0.09469545635805125,16.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-02-29,1.742153166666667,4.666666666666667,0.36787591856052193,1.7346010553881064,1.3199064992137386,0.03353628125,23.393939272727277,7.87804419360984,8.585000050000001,2.7892087823572633,0.031482937499999995,0.17743431883375888,0.12365816666666667,0.0957323922872816,7.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-01,0.44466400000000006,2.0,0.240543265931011,1.0986122886681098,0.6668313130020216,0.03156860714285715,17.194444444444443,6.530989261379817,5.943888933333333,2.3188176213562484,0.008113312499999999,0.0900739279703067,0.0978622,0.0796443942017785,-5.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-02,1.3037547999999999,3.8,0.3503442714140491,1.5686159179138452,1.1418208265748178,0.031175281250000002,11.470209444444444,5.062636744005583,2.646280266666667,1.4567446960213177,0.028851937500000004,0.16985858088421676,0.04327649999999999,0.039374835168977496,11.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-03,1.6637946000000003,4.6,0.3654611275267485,1.7227665977411035,1.2898816224754892,0.02805278125,17.740740777777777,6.658115448012408,5.338888933333333,2.1906650387649096,0.0557356875,0.23608406871282103,0.046859750000000006,0.042313375574315484,22.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-04,1.1140314,3.6,0.33844243856512735,1.5260563034950492,1.055476859054712,0.029737862068965518,25.883051444444444,8.369773660875042,8.841183533333332,2.8289221549226222,0.0425,0.20615528128088303,0.09051924999999998,0.0747469205305543,14.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-05,0.9594072,2.6,0.32556996170974684,1.2809338454620642,0.9794933384153258,0.030897249999999998,22.696548777777778,7.735820207415044,8.845201999999999,2.8295383083415393,0.01625,0.12747548783981963,0.051532499999999995,0.04607804094228525,14.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-06,0.6826085,1.5,0.29108133864758484,0.9162907318741551,0.8262012466705675,0.02850659375,13.462963,5.606040494238774,3.9494444666666673,1.8532407893636966,0.008113312499999999,0.0900739279703067,0.06512675,0.05661304869641616,16.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-07,0.307765,2.25,0.19548003196981298,1.1786549963416462,0.5547657163163564,0.027494718749999997,3.361111222222222,2.1766547485863477,0.8305555333333333,0.6387470591193601,0.0054347499999999995,0.07372075691418259,0.09673925,0.07890496705502277,0.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-08,0.6251646666666666,1.3333333333333333,0.28119996670908226,0.8472978603872034,0.7906735525276324,0.02774971875,2.967592444444444,1.983763268290145,0.7044444666666666,0.5596689953304822,0.050388249999999996,0.22447327235107523,0.07549825,0.06425291814866724,9.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-09,1.6046675000000001,4.5,0.3634675108873012,1.7047480922384253,1.2667547118522986,0.027376875,5.863124111111111,3.2395129968771377,0.6666666666666666,0.5350471324308627,0.027911500000000002,0.16706735168787468,0.099724,0.08086285807129935,4.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-10,0.5915018000000002,3.4,0.2748179221522576,1.4816045409242156,0.7690915420156434,0.023459593750000004,7.805555555555555,3.9348312715882843,2.2775846,1.323474370294581,0.014451266666666664,0.12021342132501954,0.10326099999999999,0.08315226360380704,-28.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-11,0.5335968,2.8,0.2626647548301408,1.33500106673234,0.7304771043639903,0.022030593749999994,5.814814666666667,3.221039998569889,1.0433333333333334,0.7625743990956466,0.0125,0.11180339887498948,0.1,0.08104269845538428,-4.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-12,0.848033,3.0,0.31384396854568003,1.3862943611198906,0.9208870723384057,0.022445625,8.934581222222223,4.303834141924175,2.9780434666666666,1.5675275160628808,0.02247675,0.14992247996881589,0.117029,0.09175687104285386,-4.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-13,0.12411080000000001,2.4,0.1014361719481199,1.2237754316221157,0.3522936275324889,0.030153187500000008,12.972222222222221,5.475887164001935,5.4383333333333335,2.212399735413533,0.008113312499999999,0.0900739279703067,0.1,0.08104269845538428,-25.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-14,0.19565225,0.5,0.1441132621874454,0.4054651081081644,0.4423259544724908,0.03143465517241379,8.564814666666665,4.18540691197165,3.274444466666667,1.6602668707151436,0.008113312499999999,0.0900739279703067,0.1,0.08104269845538428,-36.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-15,0.04347825,0.25,0.04037366390758875,0.22314355131420976,0.2085143879927714,0.030114821428571425,7.912037,3.970607004317065,2.9733333333333336,1.5660086652378429,0.008113312499999999,0.0900739279703067,0.098913,0.08033323708804656,-36.0,0.0,0.0,0.0,0.0
Santa Barbara,2020-03-16,0.38043475,1.0,0.2213428988483364,0.6931471805599453,0.616793928309934,0.028663142857142856,4.504629666666666,2.692389441070153,1.4061110666666665,0.951197363858904,0.008113312499999999,0.0900739279703067,0.1,0.08104269845538428,-44.0,0.0,2.0,2.0,0.0
Santa Barbara,2020-03-17,0.52173925,1.25,0.25997377356006124,0.8109302162163288,0.7223152012798845,0.028071464285714283,2.9212962222222223,1.9604526116201528,0.5672222666666666,0.4679733907620236,0.014451266666666664,0.12021342132501954,0.1,0.08104269845538428,-2.0,0.0,4.0,2.0,0.0
Santa Barbara,2020-03-18,0.9090907499999998,2.75,0.32056835479038537,1.3217558399823195,0.953462505817612,0.02932742857142858,5.695652222222222,3.1751916765361345,0.037898533333333324,0.037322838680769264,0.036765937500000005,0.19174445885083616,0.07149625,0.061344350992557084,-1.0,0.0,4.0,0.0,0.0
Santa Barbara,2020-03-19,0.74076075,2.25,0.29995110952063936,1.1786549963416462,0.860674590074553,0.030004535714285713,6.432971222222221,3.452695194936985,1.6384299333333332,1.06005142346799,0.02247675,0.14992247996881589,0.06404825,0.05579927344549341,-14.0,0.0,13.0,9.0,0.0
